ws_id,ws_name,next_ws_id,is_available_flag,ws_bay_id
WS-151774,Perion Network Ltd,WS-151776,Y,D144
WS-154338,AeroVironment,WS-154346,Y,D432
WS-150941,Pure Cycle Corporation,WS-150948,Y,B61
WS-150485,Akazoo S.A.,WS-150489,N,B21
WS-150763,Pitney Bowes Inc.,WS-150772,Y,D235
WS-155457,InterDigital,WS-155459,N,B327
WS-152012,Nucor Corporation,WS-152014,N,B144
WS-150278,Essential Properties Realty Trust,WS-150280,Y,B180
WS-154925,Blackrock Floating Rate Income Strategies Fund Inc,WS-154931,N,B18
WS-150047,Progenics Pharmaceuticals Inc.,WS-150053,Y,B187
WS-150753,Hancock Whitney Corporation,WS-150762,N,D208
WS-151782,Janus Henderson Small/Mid Cap Growth Alpha ETF,WS-151786,N,B41
WS-155639,Western Asset Investment Grade Income Fund Inc.,WS-155645,Y,B270
WS-150151,Blackrock MuniEnhanced Fund,WS-150158,N,B420
WS-155839,Chewy,WS-155846,Y,D100
WS-155193,Imax Corporation,WS-155202,N,B114
WS-150484,Seabridge Gold,WS-150486,Y,B449
WS-155059,Blue Apron Holdings,WS-155061,N,B56
WS-151964,Synthetic Fixed-Income Securities,WS-151966,N,B386
WS-154931,Wright Medical Group N.V.,WS-154935,N,D365
WS-154580,Schnitzer Steel Industries,WS-154589,Y,D263
WS-151684,Packaging Corporation of America,WS-151688,Y,B131
WS-154821,Banco Latinoamericano de Comercio Exterior,WS-154823,N,D486
WS-153688,Eaton Vance Limited Duration Income Fund,WS-153696,Y,D103
WS-154308,CyrusOne Inc,WS-154313,N,D193
WS-153419,Ingersoll-Rand plc (Ireland),WS-153424,N,D213
WS-150321,Reality Shares Nasdaq NexGen Economy China ETF,WS-150322,Y,B224
WS-154606,Vanguard Total Corporate Bond ETF,WS-154615,Y,B236
WS-152695,D.R. Horton,WS-152699,Y,D309
WS-150654,Cumulus Media Inc.,WS-150661,Y,D449
WS-155619,Centene Corporation,WS-155620,Y,D142
WS-154177,NCR Corporation,WS-154184,N,D350
WS-150165,Fortress Transportation and Infrastructure Investors LLC,WS-150175,Y,B354
WS-154640,SolarEdge Technologies,WS-154641,Y,B269
WS-151233,CPFL Energia S.A.,WS-151237,N,B98
WS-151052,The Kraft Heinz Company,WS-151059,N,D171
WS-150949,Orange,WS-150959,Y,D414
WS-150867,Dycom Industries,WS-150871,N,D188
WS-150496,Kindred Biosciences,WS-150497,Y,D185
WS-155677,Nuveen New Jersey Quality Municipal Income Fund,WS-155678,Y,D271
WS-150398,Cenovus Energy Inc,WS-150405,Y,B1
WS-150014,Internap Corporation,WS-150021,Y,D151
WS-152744,GasLog Partners LP,WS-152752,Y,D458
WS-155073,Blackrock MuniHoldings Quality Fund,WS-155074,Y,B323
WS-155011,Turning Point Brands,WS-155020,N,D244
WS-153494,CarMax Inc,WS-153501,Y,D325
WS-154460,Estee Lauder Companies,WS-154461,Y,D161
WS-155341,PGIM High Yield Bond Fund,WS-155345,Y,B161
WS-152452,Continental Materials Corporation,WS-152453,Y,B385
WS-155616,Griffon Corporation,WS-155618,Y,D388
WS-155308,Secoo Holding Limited,WS-155314,N,D473
WS-154759,Tupperware Brands Corporation,WS-154768,N,B296
WS-155594,Momenta Pharmaceuticals,WS-155604,N,B421
WS-155496,Covetrus,WS-155499,Y,D149
WS-150155,Arconic Inc.,WS-150164,N,B491
WS-155032,Genworth Financial Inc,WS-155041,Y,D120
WS-151335,Brown & Brown,WS-151336,Y,D27
WS-154610,Telephone and Data Systems,WS-154612,N,D174
WS-150649,The Gabelli Go Anywhere Trust,WS-150651,N,D486
WS-150068,Johnson & Johnson,WS-150072,N,D304
WS-154536,Fresh Del Monte Produce,WS-154541,Y,D466
WS-154055,FLIR Systems,WS-154057,N,D124
WS-151491,First Business Financial Services,WS-151496,N,B271
WS-152384,Insteel Industries,WS-152387,N,D329
WS-151734,Chico&#39;s FAS,WS-151740,N,B382
WS-152278,Exponent,WS-152287,Y,D289
WS-153587,Chanticleer Holdings,WS-153592,Y,D435
WS-150565,Signet Jewelers Limited,WS-150571,N,D212
WS-154035,ANSYS,WS-154040,Y,B13
WS-151514,Accuray Incorporated,WS-151522,N,B323
WS-152087,Caseys General Stores,WS-152093,Y,D485
WS-153079,Bandwidth Inc.,WS-153080,N,B415
WS-155447,Brickell Biotech,WS-155456,N,D194
WS-153368,Varian Medical Systems,WS-153374,Y,D91
WS-154270,Algonquin Power & Utilities Corp.,WS-154273,N,D196
WS-154230,Merrill Lynch Depositor,WS-154235,N,D193
WS-155610,Jianpu Technology Inc.,WS-155617,N,B136
WS-151556,Versum Materials,WS-151559,Y,D452
WS-154271,Schnitzer Steel Industries,WS-154280,N,D313
WS-154444,Owens-Illinois,WS-154452,N,B370
WS-152313,Colgate-Palmolive Company,WS-152320,Y,D189
WS-155200,Chesapeake Utilities Corporation,WS-155203,N,B1
WS-155436,John Wiley & Sons,WS-155439,N,B332
WS-152308,Meritor,WS-152317,Y,D84
WS-153545,Mogo Inc.,WS-153550,Y,B135
WS-153555,Nuveen Real Asset Income and Growth Fund,WS-153562,N,B346
WS-151167,Alliance World Dollar Government Fund II,WS-151177,N,D274
WS-151332,Blackrock MuniYield New York Quality Fund,WS-151341,Y,B83
WS-154859,Eton Pharmaceuticals,WS-154865,Y,B241
WS-150413,Industrial Services of America,WS-150423,N,D314
WS-155149,Proofpoint,WS-155155,N,D202
WS-152453,Clearwater Paper Corporation,WS-152462,N,B203
WS-151792,GigCapital2,WS-151799,Y,B458
WS-151896,Appian Corporation,WS-151899,Y,D233
WS-151773,Oaktree Specialty Lending Corporation,WS-151778,Y,B476
WS-154648,Norwegian Cruise Line Holdings Ltd.,WS-154657,Y,D91
WS-152703,First United Corporation,WS-152710,Y,B283
WS-152694,Laboratory Corporation of America Holdings,WS-152698,N,D390
WS-153445,W.R. Berkley Corporation,WS-153447,Y,B444
WS-152460,DISH Network Corporation,WS-152462,Y,B151
WS-155565,Pivotal Software,WS-155570,N,D232
WS-150070,Frankly,WS-150071,N,D408
WS-150529,Reliant Bancorp,WS-150532,N,D67
WS-154159,First Trust International Equity Opportunities ETF,WS-154166,N,B324
WS-153491,Entasis Therapeutics Holdings Inc.,WS-153500,Y,B359
WS-150507,Davis Select Financial ETF,WS-150512,N,B447
WS-151705,Wheaton Precious Metals Corp.,WS-151706,Y,D239
WS-154524,Cleveland BioLabs,WS-154528,N,D292
WS-155451,Knight Transportation,WS-155458,Y,D323
WS-154282,Gates Industrial Corporation plc,WS-154289,Y,B394
WS-151552,Cheetah Mobile Inc.,WS-151556,Y,D43
WS-154566,Stifel Financial Corporation,WS-154571,Y,B63
WS-155513,Carver Bancorp,WS-155517,N,B318
WS-151546,KKR & Co. Inc.,WS-151547,Y,B191
WS-151728,FlexShopper,WS-151737,Y,D388
WS-155927,Zymeworks Inc.,WS-155931,N,D223
WS-153051,Proteostasis Therapeutics,WS-153055,N,B189
WS-154397,Liberty Global plc,WS-154404,Y,D343
WS-151695,MakeMyTrip Limited,WS-151700,N,B83
WS-151794,Global X Cloud Computing ETF,WS-151798,N,D231
WS-151253,Scotts Miracle-Gro Company (The),WS-151262,Y,D186
WS-150790,Asanko Gold Inc.,WS-150795,N,B9
WS-151226,Merit Medical Systems,WS-151234,N,B55
WS-152802,Watford Holdings Ltd.,WS-152803,N,B377
WS-152989,Voya Global Equity Dividend and Premium Opportunity Fund,WS-152996,Y,B145
WS-155766,Nuveen AMT-Free Municipal Credit Income Fund,WS-155771,Y,D31
WS-155065,CLPS Incorporation,WS-155067,N,D147
WS-154882,AptarGroup,WS-154883,N,D358
WS-155359,Par Pacific Holdings,WS-155365,N,D186
WS-155963,TransEnterix,WS-155972,Y,D446
WS-154407,Blackrock New York Municipal Bond Trust,WS-154412,Y,B225
WS-153012,Vanguard Intermediate-Term Treasury ETF,WS-153018,N,B190
WS-154013,Lumentum Holdings Inc.,WS-154014,Y,B276
WS-150554,Q2 Holdings,WS-150562,N,D273
WS-150021,The RealReal,WS-150023,Y,B369
WS-154298,Embraer S.A.,WS-154304,Y,B389
WS-153213,BioMarin Pharmaceutical Inc.,WS-153214,Y,B392
WS-151186,Quintana Energy Services Inc.,WS-151194,N,D208
WS-153907,Karyopharm Therapeutics Inc.,WS-153912,Y,B351
WS-153836,Carter Bank & Trust,WS-153840,Y,B352
WS-152835,Advanced Disposal Services,WS-152841,N,D3
WS-152821,Actinium Pharmaceuticals,WS-152825,Y,D442
WS-150748,Westamerica Bancorporation,WS-150754,N,B144
WS-154427,DSP Group,WS-154432,Y,D2
WS-155870,Roku,WS-155875,N,D486
WS-154173,Pioneer Power Solutions,WS-154183,N,D496
WS-152798,FlexShares Credit-Scored US Long Corporate Bond Index Fund,WS-152805,Y,D217
WS-152134,Blackrock MuniYield Quality Fund,WS-152143,N,D429
WS-153901,ETF Series Solutions Trust Vident Core US Equity ETF,WS-153910,N,D110
WS-151758,Clarus Corporation,WS-151761,Y,D344
WS-151057,Chemed Corp.,WS-151058,Y,B87
WS-150439,Paylocity Holding Corporation,WS-150449,N,B433
WS-152005,Jumei International Holding Limited,WS-152015,N,B75
WS-152094,Marine Petroleum Trust,WS-152095,N,B488
WS-155876,Simmons First National Corporation,WS-155885,N,D272
WS-155130,Kiniksa Pharmaceuticals,WS-155139,Y,B202
WS-150529,Huntsman Corporation,WS-150537,Y,B345
WS-154801,WD-40 Company,WS-154806,Y,D475
WS-152859,CounterPath Corporation,WS-152865,Y,B300
WS-152561,Invesco S&P SmallCap Utilities & Communication Services ETF,WS-152566,Y,D333
WS-150733,Teladoc Health,WS-150743,Y,B394
WS-152496,Invesco Advantage Municipal Income Trust II,WS-152506,Y,B380
WS-154040,Neon Therapeutics,WS-154049,N,B361
WS-155327,Xenon Pharmaceuticals Inc.,WS-155336,Y,D92
WS-152719,JBG SMITH Properties,WS-152728,Y,B314
WS-152620,Hi-Crush Inc.,WS-152627,N,D454
WS-154873,Starbucks Corporation,WS-154881,Y,D212
WS-154982,GW Pharmaceuticals Plc,WS-154983,Y,B398
WS-150995,Goodrich Petroleum Corporation,WS-151001,Y,D186
WS-150193,Lowe&#39;s Companies,WS-150195,Y,D258
WS-152770,Five Prime Therapeutics,WS-152780,Y,B419
WS-151033,Goldman Sachs BDC,WS-151037,Y,B340
WS-154007,NanoString Technologies,WS-154010,Y,D475
WS-154633,Intellicheck,WS-154637,Y,D170
WS-150006,Criteo S.A.,WS-150014,N,B298
WS-153220,Houston Wire & Cable Company,WS-153222,Y,D53
WS-155897,SIGA Technologies Inc.,WS-155904,Y,B77
WS-154349,Evelo Biosciences,WS-154355,Y,B72
WS-152868,Stantec Inc,WS-152871,Y,D354
WS-154201,Silvercorp Metals Inc.,WS-154205,Y,B13
WS-152214,North European Oil Royality Trust,WS-152217,N,B31
WS-155025,Ultralife Corporation,WS-155034,N,D477
WS-150062,Far Point Acquisition Corporation,WS-150066,Y,B356
WS-154797,Beyond Air,WS-154798,Y,D88
WS-150573,Aaron&#39;s,WS-150574,Y,B372
WS-152781,Neptune Wellness Solutions Inc.,WS-152784,Y,B35
WS-150600,Covanta Holding Corporation,WS-150604,N,B156
WS-151833,Sotherly Hotels Inc.,WS-151838,N,D139
WS-155139,First Trust Dorsey Wright Momentum & Value ETF,WS-155141,Y,B28
WS-153015,HMS Holdings Corp,WS-153018,N,B59
WS-152538,Valhi,WS-152542,N,B83
WS-151540,Consolidated Communications Holdings,WS-151548,Y,D201
WS-154424,Reinsurance Group of America,WS-154430,N,D259
WS-152289,Invesco S&P SmallCap Materials ETF,WS-152295,Y,B496
WS-155685,Trine Acquisition Corp.,WS-155688,Y,B347
WS-153630,Dropbox,WS-153636,Y,D263
WS-155712,Prudential Public Limited Company,WS-155717,N,B247
WS-150594,SPAR Group,WS-150604,Y,B293
WS-155693,Ormat Technologies,WS-155696,N,D283
WS-155694,MuniYield Arizona Fund,WS-155701,Y,D437
WS-152507,Invesco S&P SmallCap Utilities & Communication Services ETF,WS-152516,N,D304
WS-155868,Exicure,WS-155874,Y,B344
WS-155382,QVC,WS-155389,Y,B309
WS-150828,Spotify Technology S.A.,WS-150838,Y,B115
WS-150116,MBIA,WS-150117,N,B63
WS-150340,Condor Hospitality Trust,WS-150345,N,B43
WS-153196,Electrameccanica Vehicles Corp. Ltd.,WS-153203,Y,D371
WS-151682,Caladrius Biosciences,WS-151690,Y,D319
WS-154427,AdvisorShares Dorsey Wright Short ETF,WS-154432,N,B361
WS-153792,S&P Global Inc.,WS-153794,Y,D352
WS-152259,Corbus Pharmaceuticals Holdings,WS-152265,Y,B86
WS-153202,Alio Gold Inc.,WS-153210,N,B269
WS-150075,Teligent,WS-150077,N,D233
WS-152169,ClearBridge Large Cap Growth ESG ETF,WS-152178,Y,B373
WS-151896,Gibraltar Industries,WS-151905,Y,B82
WS-151559,WNS (Holdings) Limited,WS-151564,N,D348
WS-153418,Putnam Municipal Opportunities Trust,WS-153426,Y,D473
WS-150751,Phillips 66 Partners LP,WS-150761,Y,B155
WS-155476,Castor Maritime Inc.,WS-155481,N,B276
WS-154078,Moody&#39;s Corporation,WS-154084,N,D133
WS-152209,Vertical Capital Income Fund,WS-152214,N,B212
WS-151005,Boston Properties,WS-151009,N,B170
WS-154256,Manhattan Associates,WS-154263,N,D18
WS-150349,J. W. Mays,WS-150355,N,B70
WS-153532,Dollar Tree,WS-153533,N,D209
WS-154211,Six Flags Entertainment Corporation New,WS-154221,N,B239
WS-153074,U.S. Physical Therapy,WS-153081,N,B382
WS-151292,MFS Special Value Trust,WS-151295,N,B7
WS-154975,Innoviva,WS-154977,N,D434
WS-151189,Turning Point Brands,WS-151195,Y,D444
WS-150958,Dragon Victory International Limited,WS-150959,N,B344
WS-153901,Knight Transportation,WS-153904,N,D257
WS-155009,Tractor Supply Company,WS-155015,N,D55
WS-155947,Equity Bancshares,WS-155952,Y,B320
WS-150705,Ryanair Holdings plc,WS-150706,N,B107
WS-155005,Boston Scientific Corporation,WS-155013,Y,B214
WS-155463,Invesco High Yield Equity Dividend Achievers ETF,WS-155472,Y,D150
WS-150914,The Hanover Insurance Group,WS-150919,Y,D254
WS-152282,Brandywine Realty Trust,WS-152283,N,B236
WS-154243,Eaton Vance Senior Income Trust,WS-154246,Y,D478
WS-155889,Rosehill Resources Inc.,WS-155893,Y,B54
WS-150005,Kulicke and Soffa Industries,WS-150007,Y,B279
WS-154278,Evercore Inc.,WS-154286,Y,D128
WS-151961,Hubbell Inc,WS-151966,Y,D497
WS-155761,Anchiano Therapeutics Ltd.,WS-155766,Y,B131
WS-151989,BioLife Solutions,WS-151995,N,B158
WS-153634,Vince Holding Corp.,WS-153640,N,D402
WS-153321,Linde plc,WS-153331,Y,D478
WS-150975,TIM Participacoes S.A.,WS-150983,Y,B85
WS-150192,Navidea Biopharmaceuticals,WS-150195,Y,B446
WS-155298,Oxford Industries,WS-155304,Y,D7
WS-150488,Independent Bank Corporation,WS-150492,N,B9
WS-154044,Packaging Corporation of America,WS-154049,N,D180
WS-152274,Electro-Sensors,WS-152276,Y,D221
WS-154686,Encore Capital Group Inc,WS-154691,Y,B492
WS-155626,Neuberger Berman Real Estate Securities Income Fund,WS-155632,N,B177
WS-154908,Quintana Energy Services Inc.,WS-154914,Y,D150
WS-155091,Live Ventures Incorporated,WS-155094,Y,D459
WS-154923,MannKind Corporation,WS-154929,N,D143
WS-153831,Phreesia,WS-153833,Y,B135
WS-155291,Instructure,WS-155298,N,B485
WS-150115,Enersys,WS-150120,Y,D380
WS-151162,Mednax,WS-151167,Y,D319
WS-153807,Korea Electric Power Corporation,WS-153811,Y,B195
WS-151369,Newtek Business Services Corp.,WS-151378,Y,B333
WS-154351,Mitsubishi UFJ Financial Group Inc,WS-154355,N,D498
WS-153182,Crown Holdings,WS-153183,N,B215
WS-151775,Longevity Acquisition Corporation,WS-151776,N,D324
WS-150476,Leggett & Platt,WS-150478,Y,B176
WS-154520,Tuscan Holdings Corp. II,WS-154525,Y,B100
WS-150510,MER Telemanagement Solutions Ltd.,WS-150518,N,D33
WS-155429,SunPower Corporation,WS-155430,Y,D184
WS-151555,Southwest Airlines Company,WS-151562,Y,D240
WS-152842,Ferrellgas Partners,WS-152844,Y,D11
WS-153931,Quidel Corporation,WS-153933,Y,D255
WS-154133,Newpark Resources,WS-154142,N,B137
WS-150126,NuVasive,WS-150133,Y,D345
WS-150650,DarioHealth Corp.,WS-150658,Y,D234
WS-150774,MMA Capital Holdings,WS-150781,Y,D307
WS-151188,Nu Skin Enterprises,WS-151196,N,D388
WS-152894,Albireo Pharma,WS-152895,N,B237
WS-152446,Nuveen Multi-Market Income Fund,WS-152450,N,B215
WS-152449,Alberton Acquisition Corporation,WS-152456,Y,D52
WS-151336,First Trust Managed Municipal ETF,WS-151338,Y,D436
WS-153882,Seaspan Corporation,WS-153891,Y,D161
WS-154289,Capital Senior Living Corporation,WS-154293,Y,B268
WS-152474,Barnes & Noble Education,WS-152483,Y,D356
WS-150494,Citizens & Northern Corp,WS-150504,Y,D246
WS-152900,Raytheon Company,WS-152909,N,B399
WS-155120,iShares MSCI ACWI Index Fund,WS-155123,N,B121
WS-151258,USANA Health Sciences,WS-151262,Y,D17
WS-150939,Hill International,WS-150947,Y,B430
WS-151204,Blackrock MuniYield New Jersey Fund,WS-151211,Y,D474
WS-154314,AGBA Acquisition Limited,WS-154320,N,B431
WS-151717,Tandy Leather Factory,WS-151727,Y,D120
WS-154671,CoStar Group,WS-154681,N,D399
WS-150374,bluebird bio,WS-150376,Y,B122
WS-152561,Quotient Technology Inc.,WS-152565,N,D283
WS-151746,Global Medical REIT Inc.,WS-151752,N,B399
WS-150752,Container Store (The),WS-150755,N,D409
WS-152889,First Trust SMID Cap Rising Dividend Achievers ETF,WS-152897,N,D50
WS-150727,LCI Industries ,WS-150735,Y,B107
WS-154560,Caladrius Biosciences,WS-154564,Y,B427
WS-152484,Jumia Technologies AG,WS-152486,Y,B348
WS-155057,Two Harbors Investments Corp,WS-155064,N,D144
WS-155618,Fellazo Inc.,WS-155622,N,D62
WS-152537,Fresenius Medical Care Corporation,WS-152538,N,D373
WS-154732,Continental Building Products,WS-154740,Y,B255
WS-153028,Huntington Ingalls Industries,WS-153034,N,B451
WS-153882,GSE Systems,WS-153890,N,D91
WS-150057,Invesco Value Municipal Income Trust,WS-150066,N,D476
WS-150273,MediWound Ltd.,WS-150277,Y,B63
WS-153371,Ambev S.A.,WS-153376,Y,B209
WS-154191,AAC Holdings,WS-154193,N,B211
WS-151065,BATS BZX Exchange,WS-151069,Y,B82
WS-153897,Aileron Therapeutics,WS-153903,Y,B400
WS-150345,Qorvo,WS-150354,N,B350
WS-152577,Dollar Tree,WS-152580,N,B174
WS-153239,Kimball Electronics,WS-153246,Y,B46
WS-154889,United Therapeutics Corporation,WS-154895,N,D138
WS-152784,Herc Holdings Inc.,WS-152786,N,D233
WS-150260,National Oilwell Varco,WS-150261,Y,D236
WS-152054,iShares Global Green Bond ETF,WS-152061,N,B134
WS-152480,NI Holdings,WS-152483,N,B348
WS-152572,CarMax Inc,WS-152576,N,D210
WS-155654,Popular,WS-155655,Y,B221
WS-153444,Warrior Met Coal,WS-153454,N,B254
WS-150276,CGI Inc.,WS-150277,Y,D472
WS-150399,Kennedy-Wilson Holdings Inc.,WS-150408,Y,D153
WS-150746,Almaden Minerals,WS-150756,Y,D229
WS-150305,Booking Holdings Inc.,WS-150313,N,D373
WS-152458,Medalist Diversified REIT,WS-152462,N,D485
WS-151272,Manhattan Bridge Capital,WS-151280,Y,D76
WS-155780,ANGI Homeservices Inc.,WS-155781,N,D341
WS-151490,NETGEAR,WS-151495,Y,B497
WS-150999,Blackrock New York Municipal Bond Trust,WS-151000,N,B137
WS-150606,FirstCash,WS-150610,Y,D483
WS-150964,Patterson Companies,WS-150967,Y,B24
WS-155800,Global X NASDAQ-100 Covered Call ETF,WS-155801,Y,D214
WS-150253,Spire Inc.,WS-150260,N,B247
WS-153036,CoreSite Realty Corporation,WS-153038,N,B372
WS-151227,Riot Blockchain,WS-151234,N,D357
WS-150555,Riot Blockchain,WS-150562,Y,D212
WS-150113,Oshkosh Corporation,WS-150122,N,B159
WS-154510,Select Interior Concepts,WS-154518,N,D368
WS-155820,Zovio Inc.,WS-155825,N,D431
WS-150797,Euro Tech Holdings Company Limited,WS-150803,Y,B48
WS-154249,Alcoa Corporation,WS-154257,N,B437
WS-153603,Scudder Strategic Municiple Income Trust,WS-153606,N,D90
WS-152366,Globus Medical,WS-152371,N,D410
WS-152109,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund,WS-152118,Y,B30
WS-152003,Coupa Software Incorporated,WS-152011,N,B403
WS-153542,Core Molding Technologies Inc,WS-153547,Y,D414
WS-152489,American Electric Power Company,WS-152494,Y,B24
WS-155356,Frank&#39;s International N.V.,WS-155362,Y,D369
WS-153090,Riverview Bancorp Inc,WS-153094,Y,B263
WS-155011,HMN Financial,WS-155018,Y,B408
WS-155538,Wells Fargo Global Dividend Opportunity Fund,WS-155546,Y,D360
WS-153102,United Insurance Holdings Corp.,WS-153108,Y,D350
WS-154922,Intevac,WS-154924,Y,B385
WS-154296,Cidara Therapeutics,WS-154302,Y,D406
WS-153024,Vertex Pharmaceuticals Incorporated,WS-153025,N,B36
WS-153048,Lantronix,WS-153054,Y,B156
WS-153624,Douglas Emmett,WS-153633,N,D60
WS-150826,Chemed Corp.,WS-150833,N,D257
WS-153623,UP Fintech China-U.S. Internet Titans ETF,WS-153630,Y,B32
WS-151885,The Habit Restaurants,WS-151886,N,D353
WS-152176,Adesto Technologies Corporation,WS-152177,Y,D145
WS-154153,Industrial Services of America,WS-154154,Y,D245
WS-154208,Enova International,WS-154214,N,B310
WS-152380,Hallmark Financial Services,WS-152390,N,D377
WS-152396,Technical Communications Corporation,WS-152398,N,D275
WS-151587,Willamette Valley Vineyards,WS-151593,Y,B61
WS-155769,Match Group,WS-155779,Y,B345
WS-155513,China HGS Real Estate,WS-155515,N,B120
WS-151005,Puma Biotechnology Inc,WS-151014,Y,D373
WS-154132,ICC Holdings,WS-154136,N,B341
WS-153314,Morgan Stanley China A Share Fund Inc.,WS-153318,Y,B276
WS-150385,Koss Corporation,WS-150395,N,D437
WS-152092,Quotient Technology Inc.,WS-152096,Y,B353
WS-152077,First Trust Nasdaq Bank ETF,WS-152082,N,D260
WS-153448,Dermavant Sciences Ltd.,WS-153457,N,B116
WS-154844,EMCOR Group,WS-154849,Y,D157
WS-153702,ClearOne,WS-153710,Y,B199
WS-150227,Eldorado Resorts,WS-150232,Y,D413
WS-152395,Nuveen Diversified Dividend and Income Fund,WS-152399,N,D455
WS-155930,DASAN Zhone Solutions,WS-155938,N,B225
WS-151370,Emmis Communications Corporation,WS-151374,N,D470
WS-150548,Delaware Investments Minnesota Municipal Income Fund II,WS-150556,Y,D232
WS-155373,Security National Financial Corporation,WS-155375,N,B494
WS-155915,Pointer Telocation Ltd.,WS-155917,Y,B157
WS-152950,Medallion Financial Corp.,WS-152959,Y,D101
WS-153715,Select Interior Concepts,WS-153723,Y,B371
WS-152235,1st Source Corporation,WS-152242,N,B120
WS-155599,Sunworks,WS-155606,N,B174
WS-150128,American Airlines Group,WS-150136,Y,D38
WS-155208,DISH Network Corporation,WS-155218,N,D175
WS-150457,Chatham Lodging Trust (REIT),WS-150460,Y,D87
WS-151444,Brinker International,WS-151449,Y,B421
WS-150262,Vanguard Russell 2000 Value ETF,WS-150264,Y,D454
WS-154276,BlackRock Municipal Target Term Trust Inc. (The),WS-154284,Y,D441
WS-150652,Aluminum Corporation of China Limited,WS-150659,N,D428
WS-150655,Norwood Financial Corp.,WS-150661,N,B18
WS-151760,BK Technologies Corporation,WS-151766,N,B103
WS-151393,SM Energy Company,WS-151400,N,B431
WS-154141,EMCOR Group,WS-154150,Y,B339
WS-150535,AngloGold Ashanti Limited,WS-150541,Y,B380
WS-150157,THL Credit,WS-150166,N,B166
WS-155639,BHP Group Limited,WS-155648,Y,B78
WS-150923,SilverCrest Metals Inc.,WS-150925,N,D320
WS-153196,Nuveen Credit Opportunities 2022 Target Term Fund,WS-153201,N,D37
WS-154419,Ralph Lauren Corporation,WS-154428,Y,D335
WS-155976,OpGen,WS-155983,Y,D328
WS-154410,Spok Holdings,WS-154416,N,D331
WS-151570,Pointer Telocation Ltd.,WS-151576,Y,D65
WS-151761,Wipro Limited,WS-151765,N,D425
WS-155572,VictoryShares US 500 Volatility Wtd ETF,WS-155580,N,D412
WS-155553,Elmira Savings Bank NY (The),WS-155563,N,B242
WS-154631,Hecla Mining Company,WS-154633,N,D66
WS-155606,Oaktree Capital Group,WS-155610,N,B487
WS-155861,Granite Construction Incorporated,WS-155864,N,D489
WS-153555,Destination Maternity Corporation,WS-153562,Y,B494
WS-153765,Franklin Financial Network,WS-153771,N,B483
WS-150517,First Trust RiverFront Dynamic Emerging Markets ETF,WS-150522,Y,B415
WS-151678,S&P Global Inc.,WS-151679,Y,D326
WS-154612,Unifirst Corporation,WS-154616,Y,D431
WS-154089,Greenland Acquisition Corporation,WS-154096,Y,D189
WS-155322,Global Self Storage,WS-155324,N,B395
WS-152050,iShares MSCI China ETF,WS-152055,Y,D53
WS-150689,Veritiv Corporation,WS-150694,N,D335
WS-155215,The Hain Celestial Group,WS-155217,N,B285
WS-153963,OFS Capital Corporation,WS-153970,N,B308
WS-153173,Genomic Health,WS-153182,N,D39
WS-150639,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,WS-150643,N,B420
WS-150116,9F Inc.,WS-150118,Y,B453
WS-155535,ProShares Ultra Nasdaq Biotechnology,WS-155538,N,B70
WS-150685,Jupai Holdings Limited,WS-150689,N,B335
WS-154835,Genetic Technologies Ltd,WS-154840,N,B77
WS-154892,Blackrock MuniHoldings Quality Fund,WS-154893,N,D22
WS-151453,Internap Corporation,WS-151457,N,B79
WS-150149,Spherix Incorporated,WS-150152,Y,D480
WS-151237,Waste Connections,WS-151243,N,B445
WS-155180,Agilysys,WS-155185,Y,D465
WS-154545,Gold Resource Corporation,WS-154555,N,B20
WS-153770,Nine Energy Service,WS-153780,Y,B282
WS-153222,Western Asset Mortgage Capital Corporation,WS-153226,N,B497
WS-150766,Fiverr International Ltd.,WS-150768,Y,B146
WS-151159,FARMMI,WS-151162,N,B170
WS-150366,Jason Industries,WS-150368,N,D230
WS-155718,Aspen Insurance Holdings Limited,WS-155722,Y,D38
WS-151335,Banco Santander Brasil SA,WS-151339,Y,B220
WS-151231,First Trust Multi Cap Value AlphaDEX Fund,WS-151236,N,D393
WS-150831,Fiserv,WS-150836,N,D277
WS-150470,Verizon Communications Inc.,WS-150473,Y,D63
WS-150959,Veeco Instruments Inc.,WS-150961,N,D487
WS-150529,Gores Metropoulos,WS-150532,N,B150
WS-153835,Luby&#39;s,WS-153842,Y,B418
WS-151462,ADMA Biologics Inc,WS-151468,Y,D498
WS-151213,Akamai Technologies,WS-151217,Y,D250
WS-151331,Ecopetrol S.A.,WS-151332,Y,B274
WS-155962,Western Asset Global High Income Fund Inc,WS-155965,Y,D163
WS-153615,Sanofi,WS-153624,N,B403
WS-154359,Verizon Communications Inc.,WS-154361,Y,B443
WS-152567,Heron Therapeutics,WS-152569,Y,D279
WS-150950,Cheniere Energy,WS-150951,N,B310
WS-150497,Blackrock Corporate High Yield Fund,WS-150501,N,B152
WS-155784,Value Line,WS-155792,Y,B365
WS-151182,Hope Bancorp,WS-151188,N,B177
WS-150577,Western Asset Variable Rate Strategic Fund Inc.,WS-150585,Y,B295
WS-151146,China Distance Education Holdings Limited,WS-151148,Y,D255
WS-151145,The Organics ETF,WS-151149,Y,D7
WS-154970,Tekla Healthcare Investors,WS-154974,Y,D224
WS-155194,Internap Corporation,WS-155203,Y,D140
